subject,modeldate,party,approve_estimate,disapprove_estimate,timestamp
Trump,2021-17-09,I,35.912502,57.484054,2021-19-09 13:35
Biden,2021-17-09,all,51.401941,43.087003,2021-19-09 13:35
Biden,2021-17-09,I,45.831193,46.190721,2021-19-09 13:35
Trump,2021-17-09,D,9.4143635,87.934516,2021-19-09 13:35
Biden,2021-16-09,D,86.335666,10.402627,2021-16-09 19:05
Trump,2021-16-09,D,9.4143635,87.934516,2021-16-09 19:05
Biden,2021-16-09,I,45.847905,45.718333,2021-16-09 19:05
Trump,2021-16-09,I,35.912502,57.484054,2021-16-09 19:05
Biden,2021-16-09,R,19.619029,75.947175,2021-16-09 19:05
Trump,2021-16-09,R,76.792488,19.971529,2021-16-09 19:05
Biden,2021-16-09,all,50.958939,42.868922,2021-16-09 19:05
Trump,2021-16-09,all,38.940859,57.001143,2021-16-09 19:05
Biden,2021-15-09,D,86.335666,10.402627,2021-15-09 10:30
Trump,2021-15-09,D,9.4143635,87.934516,2021-15-09 10:30
Biden,2021-15-09,I,45.847905,45.718333,2021-15-09 10:30
Trump,2021-15-09,I,35.912502,57.484054,2021-15-09 10:30
Biden,2021-15-09,R,19.619029,75.947175,2021-15-09 10:30
Trump,2021-15-09,R,76.792488,19.971529,2021-15-09 10:30
Biden,2021-15-09,all,51.360986,42.424028,2021-15-09 10:30
Trump,2021-15-09,all,38.940859,57.001143,2021-15-09 10:30
Trump,2021-14-09,all,38.940859,57.001143,2021-14-09 14:56
Trump,2021-14-09,R,76.792488,19.971529,2021-14-09 14:55
Biden,2021-14-09,I,46.286135,44.966362,2021-14-09 14:55
Biden,2021-14-09,R,19.475014,76.022097,2021-14-09 14:55
Biden,2021-14-09,all,51.453226,42.114499,2021-14-09 14:56
Biden,2021-14-09,D,86.06711,10.914963,2021-14-09 14:55
Trump,2021-14-09,I,35.912502,57.484054,2021-14-09 14:55
Trump,2021-14-09,D,9.4143635,87.934516,2021-14-09 14:55
Trump,2021-13-09,R,76.792488,19.971529,2021-14-09 14:56
Biden,2021-13-09,R,19.475014,76.022097,2021-14-09 14:55
Trump,2021-13-09,D,9.4143635,87.934516,2021-14-09 14:55
Biden,2021-13-09,I,46.286135,44.966362,2021-14-09 14:55
Biden,2021-13-09,all,51.453226,42.114499,2021-14-09 14:56
Trump,2021-13-09,all,38.940859,57.001143,2021-14-09 14:56
Trump,2021-13-09,I,35.912502,57.484054,2021-14-09 14:55
Biden,2021-13-09,D,86.06711,10.914963,2021-14-09 14:55
Trump,2021-12-09,all,38.940859,57.001143,2021-14-09 14:56
Biden,2021-12-09,D,85.542731,11.453205,2021-14-09 14:55
Trump,2021-12-09,R,76.792488,19.971529,2021-14-09 14:56
Biden,2021-12-09,I,47.260371,43.139482,2021-14-09 14:55
Biden,2021-12-09,R,20.226954,74.940739,2021-14-09 14:55
Trump,2021-12-09,I,35.912502,57.484054,2021-14-09 14:55
Trump,2021-12-09,D,9.4143635,87.934516,2021-14-09 14:55
Biden,2021-12-09,all,52.243979,40.860664,2021-14-09 14:56
Trump,2021-11-09,I,35.912502,57.484054,2021-14-09 14:55
Trump,2021-11-09,all,38.940859,57.001143,2021-14-09 14:56
Biden,2021-11-09,all,52.243979,40.860664,2021-14-09 14:56
Biden,2021-11-09,R,20.226954,74.940739,2021-14-09 14:55
Trump,2021-11-09,D,9.4143635,87.934516,2021-14-09 14:55
Biden,2021-11-09,D,85.542731,11.453205,2021-14-09 14:55
Trump,2021-11-09,R,76.792488,19.971529,2021-14-09 14:56
Biden,2021-11-09,I,47.260371,43.139482,2021-14-09 14:55
Biden,2021-10-09,all,52.243979,40.860664,2021-14-09 14:56
Trump,2021-10-09,D,9.4143635,87.934516,2021-14-09 14:55
Biden,2021-10-09,I,47.260371,43.139482,2021-14-09 14:55
Biden,2021-10-09,R,20.226954,74.940739,2021-14-09 14:55
Trump,2021-10-09,I,35.912502,57.484054,2021-14-09 14:55
Trump,2021-10-09,all,38.940859,57.001143,2021-14-09 14:56
Biden,2021-10-09,D,85.542731,11.453205,2021-14-09 14:55
Trump,2021-10-09,R,76.792488,19.971529,2021-14-09 14:56
Biden,2021-09-09,D,85.383086,11.530562,2021-09-09 12:10
Trump,2021-09-09,D,9.4143635,87.934516,2021-09-09 12:10
Biden,2021-09-09,I,47.07506,42.982072,2021-09-09 12:10
Trump,2021-09-09,I,35.912502,57.484054,2021-09-09 12:10
Biden,2021-09-09,R,20.341097,74.664141,2021-09-09 12:10
Trump,2021-09-09,R,76.792488,19.971529,2021-09-09 12:10
Biden,2021-09-09,all,52.159417,40.772764,2021-09-09 12:10
Trump,2021-09-09,all,38.940859,57.001143,2021-09-09 12:10
Biden,2021-08-09,D,86.45515,11.825438,2021-08-09 09:20
Trump,2021-08-09,D,9.4143635,87.934516,2021-08-09 09:20
Biden,2021-08-09,I,48.36083,43.978696,2021-08-09 09:20
Trump,2021-08-09,I,35.912502,57.484054,2021-08-09 09:20
Biden,2021-08-09,R,19.655399,76.410851,2021-08-09 09:20
Trump,2021-08-09,R,76.792488,19.971529,2021-08-09 09:20
Biden,2021-08-09,all,52.440201,41.353972,2021-08-09 09:20
Trump,2021-08-09,all,38.940859,57.001143,2021-08-09 09:20
Biden,2021-07-09,I,49.34796,42.936821,2021-07-09 13:10
Biden,2021-07-09,all,52.905642,41.156357,2021-07-09 13:10
Trump,2021-07-09,D,9.4143635,87.934516,2021-07-09 13:10
Trump,2021-07-09,I,35.912502,57.484054,2021-07-09 13:10
Trump,2021-07-09,all,38.940859,57.001143,2021-07-09 13:10
Trump,2021-07-09,R,76.792488,19.971529,2021-07-09 13:10
Biden,2021-07-09,D,87.226417,11.429632,2021-07-09 13:10
Biden,2021-07-09,R,19.391469,76.452319,2021-07-09 13:10
Biden,2021-06-09,all,52.905642,41.156357,2021-07-09 13:10
Biden,2021-06-09,I,49.34796,42.936821,2021-07-09 13:10
Trump,2021-06-09,all,38.940859,57.001143,2021-07-09 13:10
Biden,2021-06-09,R,19.391469,76.452319,2021-07-09 13:10
Biden,2021-06-09,D,87.226417,11.429632,2021-07-09 13:10
Trump,2021-06-09,R,76.792488,19.971529,2021-07-09 13:10
Trump,2021-06-09,D,9.4143635,87.934516,2021-07-09 13:10
Trump,2021-06-09,I,35.912502,57.484054,2021-07-09 13:10
Trump,2021-05-09,I,35.912502,57.484054,2021-05-09 08:10
Biden,2021-05-09,all,52.862628,41.284085,2021-05-09 08:10
Trump,2021-05-09,all,38.940859,57.001143,2021-05-09 08:10
Trump,2021-05-09,R,76.792488,19.971529,2021-05-09 08:10
Biden,2021-05-09,R,18.827434,76.918976,2021-05-09 08:10
Trump,2021-05-09,D,9.4143635,87.934516,2021-05-09 08:10
Biden,2021-05-09,D,87.608911,11.119691,2021-05-09 08:10
Biden,2021-05-09,I,48.792024,43.428456,2021-05-09 08:10
Biden,2021-04-09,I,48.792024,43.428456,2021-05-09 08:10
Biden,2021-04-09,R,18.827434,76.918976,2021-05-09 08:10
Trump,2021-04-09,R,76.792488,19.971529,2021-05-09 08:10
Trump,2021-04-09,I,35.912502,57.484054,2021-05-09 08:10
Biden,2021-04-09,all,52.862628,41.284085,2021-05-09 08:10
Trump,2021-04-09,all,38.940859,57.001143,2021-05-09 08:10
Trump,2021-04-09,D,9.4143635,87.934516,2021-05-09 08:10
Biden,2021-04-09,D,87.608911,11.119691,2021-05-09 08:10
Biden,2021-03-09,R,18.813728,77.199937,2021-03-09 16:25
Trump,2021-03-09,I,35.912502,57.484054,2021-03-09 16:25
Trump,2021-03-09,D,9.4143635,87.934516,2021-03-09 16:25
Biden,2021-03-09,I,48.952473,43.4036,2021-03-09 16:25
Biden,2021-03-09,all,53.171444,41.219633,2021-03-09 16:25
Trump,2021-03-09,all,38.940859,57.001143,2021-03-09 16:25
Biden,2021-03-09,D,87.551422,11.031469,2021-03-09 16:25
Trump,2021-03-09,R,76.792488,19.971529,2021-03-09 16:25
Biden,2021-02-09,I,48.952473,43.4036,2021-03-09 16:25
Biden,2021-02-09,all,53.171444,41.219633,2021-03-09 16:25
Biden,2021-02-09,D,87.551422,11.031469,2021-03-09 16:25
Trump,2021-02-09,all,38.940859,57.001143,2021-03-09 16:25
Trump,2021-02-09,I,35.912502,57.484054,2021-03-09 16:25
Trump,2021-02-09,R,76.792488,19.971529,2021-03-09 16:25
Trump,2021-02-09,D,9.4143635,87.934516,2021-03-09 16:25
Biden,2021-02-09,R,18.813728,77.199937,2021-03-09 16:25
Biden,2021-01-09,D,87.648898,10.926365,2021-01-09 09:25
Trump,2021-01-09,D,9.4143635,87.934516,2021-01-09 09:25
Biden,2021-01-09,I,48.68812,43.787372,2021-01-09 09:25
Trump,2021-01-09,I,35.912502,57.484054,2021-01-09 09:25
Biden,2021-01-09,R,19.138706,76.817805,2021-01-09 09:25
Trump,2021-01-09,R,76.792488,19.971529,2021-01-09 09:25
Biden,2021-01-09,all,53.123425,41.031964,2021-01-09 09:25
Trump,2021-01-09,all,38.940859,57.001143,2021-01-09 09:25
Biden,2021-31-08,D,87.879285,11.051305,2021-31-08 19:35
Trump,2021-31-08,D,9.4143635,87.934516,2021-31-08 19:35
Biden,2021-31-08,I,49.812822,43.002969,2021-31-08 19:35
Trump,2021-31-08,I,35.912502,57.484054,2021-31-08 19:35
Biden,2021-31-08,R,19.361896,76.522491,2021-31-08 19:35
Trump,2021-31-08,R,76.792488,19.971529,2021-31-08 19:35
Biden,2021-31-08,all,53.418172,40.628323,2021-31-08 19:35
Trump,2021-31-08,all,38.940859,57.001143,2021-31-08 19:35
Biden,2021-30-08,D,88.274816,9.0178526,2021-30-08 08:15
Trump,2021-30-08,D,9.4143635,87.934516,2021-30-08 08:15
Biden,2021-30-08,I,49.997838,42.914307,2021-30-08 08:15
Trump,2021-30-08,I,35.912502,57.484054,2021-30-08 08:15
Biden,2021-30-08,R,19.449895,76.715444,2021-30-08 08:15
Trump,2021-30-08,R,76.792488,19.971529,2021-30-08 08:15
Biden,2021-30-08,all,53.499939,40.675313,2021-30-08 08:15
Trump,2021-30-08,all,38.940859,57.001143,2021-30-08 08:15
Biden,2021-29-08,R,19.307904,76.837625,2021-30-08 08:05
Biden,2021-29-08,I,49.889797,43.213984,2021-30-08 08:05
Biden,2021-29-08,D,88.542473,8.8512762,2021-30-08 08:05
Trump,2021-29-08,all,38.940859,57.001143,2021-30-08 08:06
Trump,2021-29-08,D,9.4143635,87.934516,2021-30-08 08:05
Trump,2021-29-08,R,76.792488,19.971529,2021-30-08 08:06
Trump,2021-29-08,I,35.912502,57.484054,2021-30-08 08:05
Biden,2021-29-08,all,53.880381,40.563619,2021-30-08 08:06
Trump,2021-28-08,D,9.4143635,87.934516,2021-30-08 08:05
Biden,2021-28-08,all,53.880381,40.563619,2021-30-08 08:06
Biden,2021-28-08,I,49.889797,43.213984,2021-30-08 08:05
Biden,2021-28-08,D,88.542473,8.8512762,2021-30-08 08:05
Trump,2021-28-08,I,35.912502,57.484054,2021-30-08 08:05
Trump,2021-28-08,R,76.792488,19.971529,2021-30-08 08:06
Biden,2021-28-08,R,19.307904,76.837625,2021-30-08 08:05
Trump,2021-28-08,all,38.940859,57.001143,2021-30-08 08:06
Trump,2021-27-08,all,38.940859,57.001143,2021-30-08 08:06
Trump,2021-27-08,R,76.792488,19.971529,2021-30-08 08:06
Trump,2021-27-08,I,35.912502,57.484054,2021-30-08 08:05
Biden,2021-27-08,D,88.542473,8.8512762,2021-30-08 08:05
Biden,2021-27-08,R,19.307904,76.837625,2021-30-08 08:05
Biden,2021-27-08,all,53.387504,40.874966,2021-30-08 08:06
Trump,2021-27-08,D,9.4143635,87.934516,2021-30-08 08:05
Biden,2021-27-08,I,49.889797,43.213984,2021-30-08 08:05
Trump,2021-26-08,R,76.792488,19.971529,2021-30-08 08:06
Trump,2021-26-08,all,38.940859,57.001143,2021-30-08 08:06
Biden,2021-26-08,R,19.307904,76.837625,2021-30-08 08:05
Biden,2021-26-08,D,88.542473,8.8512762,2021-30-08 08:05
Trump,2021-26-08,I,35.912502,57.484054,2021-30-08 08:05
Trump,2021-26-08,D,9.4143635,87.934516,2021-30-08 08:05
Biden,2021-26-08,I,49.889797,43.213984,2021-30-08 08:05
Biden,2021-26-08,all,53.387504,40.874966,2021-30-08 08:06
Biden,2021-25-08,D,88.542473,8.8512762,2021-25-08 10:20
Trump,2021-25-08,D,9.4143635,87.934516,2021-25-08 10:20
Biden,2021-25-08,I,49.889797,43.213984,2021-25-08 10:20
Trump,2021-25-08,I,35.912502,57.484054,2021-25-08 10:20
Biden,2021-25-08,R,19.307904,76.837625,2021-25-08 10:20
Trump,2021-25-08,R,76.792488,19.971529,2021-25-08 10:20
Biden,2021-25-08,all,53.387504,40.874966,2021-25-08 10:20
Trump,2021-25-08,all,38.940859,57.001143,2021-25-08 10:20
Biden,2021-24-08,D,88.632339,9.0560742,2021-24-08 19:15
Trump,2021-24-08,D,9.4143635,87.934516,2021-24-08 19:15
Biden,2021-24-08,I,51.253882,42.592177,2021-24-08 19:15
Trump,2021-24-08,I,35.912502,57.484054,2021-24-08 19:15
Biden,2021-24-08,R,19.765908,76.608912,2021-24-08 19:15
Trump,2021-24-08,R,76.792488,19.971529,2021-24-08 19:15
Biden,2021-24-08,all,53.718773,40.977667,2021-24-08 19:15
Trump,2021-24-08,all,38.940859,57.001143,2021-24-08 19:15
Biden,2021-23-08,D,87.927191,9.6895701,2021-23-08 15:05
Trump,2021-23-08,D,9.4143635,87.934516,2021-23-08 15:05
Biden,2021-23-08,I,52.490136,41.37323,2021-23-08 15:05
Trump,2021-23-08,I,35.912502,57.484054,2021-23-08 15:05
Biden,2021-23-08,R,20.949893,75.813714,2021-23-08 15:05
Trump,2021-23-08,R,76.792488,19.971529,2021-23-08 15:05
Biden,2021-23-08,all,54.010151,40.550247,2021-23-08 15:05
Trump,2021-23-08,all,38.940859,57.001143,2021-23-08 15:05
Biden,2021-22-08,D,86.884352,10.392436,2021-22-08 09:15
Trump,2021-22-08,D,9.4143635,87.934516,2021-22-08 09:15
Biden,2021-22-08,I,49.765035,43.516949,2021-22-08 09:15
Trump,2021-22-08,I,35.912502,57.484054,2021-22-08 09:15
Biden,2021-22-08,R,20.442468,76.20763,2021-22-08 09:15
Trump,2021-22-08,R,76.792488,19.971529,2021-22-08 09:15
Biden,2021-22-08,all,53.100821,41.336659,2021-22-08 09:15
Trump,2021-22-08,all,38.940859,57.001143,2021-22-08 09:15
Biden,2021-21-08,D,86.884352,10.392436,2021-21-08 14:35
Trump,2021-21-08,D,9.4143635,87.934516,2021-21-08 14:35
Biden,2021-21-08,I,49.765035,43.516949,2021-21-08 14:35
Trump,2021-21-08,I,35.912502,57.484054,2021-21-08 14:35
Biden,2021-21-08,R,20.442468,76.20763,2021-21-08 14:35
Trump,2021-21-08,R,76.792488,19.971529,2021-21-08 14:35
Biden,2021-21-08,all,53.236663,40.833358,2021-21-08 14:35
Trump,2021-21-08,all,38.940859,57.001143,2021-21-08 14:35
Biden,2021-20-08,D,87.518747,9.36886,2021-20-08 17:35
Trump,2021-20-08,D,9.4143635,87.934516,2021-20-08 17:35
Biden,2021-20-08,I,50.693592,42.451858,2021-20-08 17:35
Trump,2021-20-08,I,35.912502,57.484054,2021-20-08 17:35
Biden,2021-20-08,R,21.527634,74.798011,2021-20-08 17:35
Trump,2021-20-08,R,76.792488,19.971529,2021-20-08 17:35
Biden,2021-20-08,all,53.864402,39.819863,2021-20-08 17:35
Trump,2021-20-08,all,38.940859,57.001143,2021-20-08 17:35
Biden,2021-19-08,D,87.747357,8.9247917,2021-19-08 08:15
Trump,2021-19-08,D,9.3984433,87.948118,2021-19-08 08:15
Biden,2021-19-08,I,51.086486,42.067516,2021-19-08 08:15
Trump,2021-19-08,I,35.927785,57.43592,2021-19-08 08:15
Biden,2021-19-08,R,21.8348,74.610036,2021-19-08 08:15
Trump,2021-19-08,R,76.787216,19.961256,2021-19-08 08:15
Biden,2021-19-08,all,54.165153,38.903688,2021-19-08 08:15
Trump,2021-19-08,all,38.94022,57.014412,2021-19-08 08:15
Biden,2021-18-08,D,87.761227,8.937302,2021-18-08 09:10
Trump,2021-18-08,D,9.4143635,87.934516,2021-18-08 09:10
Biden,2021-18-08,I,51.159617,42.009506,2021-18-08 09:10
Trump,2021-18-08,I,35.912502,57.484054,2021-18-08 09:10
Biden,2021-18-08,R,21.979014,74.473818,2021-18-08 09:10
Trump,2021-18-08,R,76.792488,19.971529,2021-18-08 09:10
Biden,2021-18-08,all,54.407871,38.492439,2021-18-08 09:10
Trump,2021-18-08,all,38.942568,57.005674,2021-18-08 09:10
Trump,2021-17-08,I,35.912502,57.484054,2021-18-08 08:15
Biden,2021-17-08,I,51.947607,41.402996,2021-18-08 08:15
Trump,2021-17-08,D,9.4143635,87.934516,2021-18-08 08:15
Biden,2021-17-08,D,88.003128,8.8479831,2021-18-08 08:15
Trump,2021-17-08,R,76.792488,19.971529,2021-18-08 08:16
Biden,2021-17-08,all,54.689672,38.215319,2021-18-08 08:16
Biden,2021-17-08,R,22.653013,73.460337,2021-18-08 08:15
Trump,2021-17-08,all,38.942568,57.005674,2021-18-08 08:16
Biden,2021-16-08,D,88.003128,8.8479831,2021-18-08 08:15
Trump,2021-16-08,R,76.792488,19.971529,2021-18-08 08:16
Trump,2021-16-08,D,9.4143635,87.934516,2021-18-08 08:15
Biden,2021-16-08,R,22.653013,73.460337,2021-18-08 08:15
Trump,2021-16-08,all,38.942568,57.005674,2021-18-08 08:16
Biden,2021-16-08,all,54.689672,38.215319,2021-18-08 08:16
Biden,2021-16-08,I,51.947607,41.402996,2021-18-08 08:15
Trump,2021-16-08,I,35.912502,57.484054,2021-18-08 08:15
Trump,2021-15-08,D,9.4143635,87.934516,2021-18-08 08:15
Biden,2021-15-08,R,23.246835,72.485862,2021-18-08 08:15
Biden,2021-15-08,all,55.025746,37.643814,2021-18-08 08:16
Trump,2021-15-08,R,76.792488,19.971529,2021-18-08 08:16
Biden,2021-15-08,D,88.737313,8.5677096,2021-18-08 08:15
Trump,2021-15-08,all,38.942568,57.005674,2021-18-08 08:16
Biden,2021-15-08,I,52.61814,40.430103,2021-18-08 08:15
Trump,2021-15-08,I,35.912502,57.484054,2021-18-08 08:15
Biden,2021-14-08,R,23.246835,72.485862,2021-18-08 08:15
Biden,2021-14-08,D,88.737313,8.5677096,2021-18-08 08:15
Trump,2021-14-08,I,35.912502,57.484054,2021-18-08 08:15
Biden,2021-14-08,all,55.025746,37.643814,2021-18-08 08:16
Trump,2021-14-08,D,9.4143635,87.934516,2021-18-08 08:15
Biden,2021-14-08,I,52.61814,40.430103,2021-18-08 08:15
Trump,2021-14-08,all,38.942568,57.005674,2021-18-08 08:16
Trump,2021-14-08,R,76.792488,19.971529,2021-18-08 08:16
Biden,2021-13-08,D,88.737313,8.5677096,2021-13-08 14:15
Trump,2021-13-08,D,9.4143635,87.934516,2021-13-08 14:15
Biden,2021-13-08,I,52.61814,40.430103,2021-13-08 14:15
Trump,2021-13-08,I,35.912502,57.484054,2021-13-08 14:15
Biden,2021-13-08,R,23.246835,72.485862,2021-13-08 14:15
Trump,2021-13-08,R,76.792488,19.971529,2021-13-08 14:15
Biden,2021-13-08,all,55.025746,37.643814,2021-13-08 14:15
Trump,2021-13-08,all,38.942568,57.005674,2021-13-08 14:15
Biden,2021-12-08,D,88.737313,8.5677096,2021-12-08 19:20
Trump,2021-12-08,D,9.4143635,87.934516,2021-12-08 19:20
Biden,2021-12-08,I,52.61814,40.430103,2021-12-08 19:20
Trump,2021-12-08,I,35.912502,57.484054,2021-12-08 19:20
Biden,2021-12-08,R,23.246835,72.485862,2021-12-08 19:20
Trump,2021-12-08,R,76.792488,19.971529,2021-12-08 19:20
Biden,2021-12-08,all,55.229173,37.611953,2021-12-08 19:20
Trump,2021-12-08,all,38.942568,57.005674,2021-12-08 19:20
Biden,2021-11-08,D,88.836484,8.5379303,2021-11-08 18:35
Trump,2021-11-08,D,9.4143635,87.934516,2021-11-08 18:35
Biden,2021-11-08,I,52.288064,40.566462,2021-11-08 18:35
Trump,2021-11-08,I,35.912502,57.484054,2021-11-08 18:35
Biden,2021-11-08,R,22.933186,72.675114,2021-11-08 18:35
Trump,2021-11-08,R,76.792488,19.971529,2021-11-08 18:35
Biden,2021-11-08,all,55.137853,37.627934,2021-11-08 18:35
Trump,2021-11-08,all,38.942568,57.005674,2021-11-08 18:35
Biden,2021-10-08,D,89.463519,8.2727098,2021-10-08 20:20
Trump,2021-10-08,D,9.4143635,87.934516,2021-10-08 20:20
Biden,2021-10-08,I,53.244532,38.97735,2021-10-08 20:20
Trump,2021-10-08,I,35.912502,57.484054,2021-10-08 20:20
Biden,2021-10-08,R,24.225221,70.950773,2021-10-08 20:20
Trump,2021-10-08,R,76.792488,19.971529,2021-10-08 20:20
Biden,2021-10-08,all,56.541087,36.248457,2021-10-08 20:20
Trump,2021-10-08,all,38.942568,57.005674,2021-10-08 20:20
Trump,2021-09-08,D,9.4143635,87.934516,2021-10-08 07:55
Trump,2021-09-08,R,76.792488,19.971529,2021-10-08 07:55
Biden,2021-09-08,R,24.967177,69.893218,2021-10-08 07:55
Biden,2021-09-08,all,56.40955,36.076317,2021-10-08 07:56
Biden,2021-09-08,I,53.59521,38.100414,2021-10-08 07:55
Trump,2021-09-08,I,35.912502,57.484054,2021-10-08 07:55
Trump,2021-09-08,all,38.942568,57.005674,2021-10-08 07:56
Biden,2021-09-08,D,89.469626,8.0482761,2021-10-08 07:55
Biden,2021-08-08,R,24.967177,69.893218,2021-10-08 07:55
Biden,2021-08-08,I,53.59521,38.100414,2021-10-08 07:55
Trump,2021-08-08,I,35.912502,57.484054,2021-10-08 07:55
Trump,2021-08-08,all,38.942568,57.005674,2021-10-08 07:56
Biden,2021-08-08,D,89.469626,8.0482761,2021-10-08 07:55
Trump,2021-08-08,R,76.792488,19.971529,2021-10-08 07:55
Trump,2021-08-08,D,9.4143635,87.934516,2021-10-08 07:55
Biden,2021-08-08,all,56.40955,36.076317,2021-10-08 07:56
Trump,2021-07-08,I,35.912502,57.484054,2021-10-08 07:55
Trump,2021-07-08,R,76.792488,19.971529,2021-10-08 07:55
Biden,2021-07-08,R,24.967177,69.893218,2021-10-08 07:55
Biden,2021-07-08,all,56.40955,36.076317,2021-10-08 07:56
Trump,2021-07-08,all,38.942568,57.005674,2021-10-08 07:56
Biden,2021-07-08,D,89.469626,8.0482761,2021-10-08 07:55
Biden,2021-07-08,I,53.59521,38.100414,2021-10-08 07:55
Trump,2021-07-08,D,9.4143635,87.934516,2021-10-08 07:55
Biden,2021-06-08,D,89.469626,8.0482761,2021-06-08 20:55
Trump,2021-06-08,D,9.4143635,87.934516,2021-06-08 20:55
Biden,2021-06-08,I,53.59521,38.100414,2021-06-08 20:55
Trump,2021-06-08,I,35.912502,57.484054,2021-06-08 20:55
Biden,2021-06-08,R,24.967177,69.893218,2021-06-08 20:55
Trump,2021-06-08,R,76.792488,19.971529,2021-06-08 20:55
Biden,2021-06-08,all,56.40955,36.076317,2021-06-08 20:55
Trump,2021-06-08,all,38.942568,57.005674,2021-06-08 20:55
Biden,2021-05-08,D,89.469626,8.0482761,2021-05-08 08:50
Trump,2021-05-08,D,9.4143635,87.934516,2021-05-08 08:50
Biden,2021-05-08,I,53.59521,38.100414,2021-05-08 08:50
Trump,2021-05-08,I,35.912502,57.484054,2021-05-08 08:50
Biden,2021-05-08,R,24.967177,69.893218,2021-05-08 08:50
Trump,2021-05-08,R,76.792488,19.971529,2021-05-08 08:50
Biden,2021-05-08,all,56.479921,36.081692,2021-05-08 08:50
Trump,2021-05-08,all,38.942568,57.005674,2021-05-08 08:50
Biden,2021-04-08,D,89.469626,8.0482761,2021-04-08 14:10
Trump,2021-04-08,D,9.4143635,87.934516,2021-04-08 14:10
Biden,2021-04-08,I,53.59521,38.100414,2021-04-08 14:10
Trump,2021-04-08,I,35.912502,57.484054,2021-04-08 14:10
Biden,2021-04-08,R,24.967177,69.893218,2021-04-08 14:10
Trump,2021-04-08,R,76.792488,19.971529,2021-04-08 14:10
Biden,2021-04-08,all,56.64318,35.717939,2021-04-08 14:10
Trump,2021-04-08,all,38.942568,57.005674,2021-04-08 14:10
Biden,2021-03-08,D,89.311159,7.7461889,2021-04-08 08:00
Biden,2021-03-08,R,27.300017,68.336312,2021-04-08 08:00
Trump,2021-03-08,I,35.912502,57.484054,2021-04-08 08:00
Trump,2021-03-08,D,9.4143635,87.934516,2021-04-08 08:00
Biden,2021-03-08,I,55.10338,36.942889,2021-04-08 08:00
Trump,2021-03-08,R,76.792488,19.971529,2021-04-08 08:00
Biden,2021-03-08,all,57.844197,34.480026,2021-04-08 08:00
Trump,2021-03-08,all,38.942568,57.005674,2021-04-08 08:00
Trump,2021-02-08,I,35.912502,57.484054,2021-02-08 10:10
Biden,2021-02-08,R,27.309021,68.518081,2021-02-08 10:10
Trump,2021-02-08,D,9.4143635,87.934516,2021-02-08 10:10
Biden,2021-02-08,I,57.115702,35.920946,2021-02-08 10:10
Trump,2021-02-08,all,38.942568,57.005674,2021-02-08 10:11
Biden,2021-02-08,D,89.999537,7.1915214,2021-02-08 10:10
Biden,2021-02-08,all,58.242207,34.24704,2021-02-08 10:11
Trump,2021-02-08,R,76.792488,19.971529,2021-02-08 10:10
Trump,2021-01-08,all,38.942568,57.005674,2021-02-08 10:11
Biden,2021-01-08,D,89.999537,7.1915214,2021-02-08 10:10
Trump,2021-01-08,R,76.792488,19.971529,2021-02-08 10:11
Trump,2021-01-08,I,35.912502,57.484054,2021-02-08 10:10
Biden,2021-01-08,I,57.115702,35.920946,2021-02-08 10:10
Biden,2021-01-08,all,58.242207,34.24704,2021-02-08 10:11
Trump,2021-01-08,D,9.4143635,87.934516,2021-02-08 10:10
Biden,2021-01-08,R,27.309021,68.518081,2021-02-08 10:10
Biden,2021-31-07,D,89.999537,7.1915214,2021-02-08 10:10
Biden,2021-31-07,R,27.309021,68.518081,2021-02-08 10:10
Biden,2021-31-07,I,57.115702,35.920946,2021-02-08 10:10
Trump,2021-31-07,all,38.942568,57.005674,2021-02-08 10:11
Trump,2021-31-07,D,9.4143635,87.934516,2021-02-08 10:10
Trump,2021-31-07,R,76.792488,19.971529,2021-02-08 10:11
Biden,2021-31-07,all,58.242207,34.24704,2021-02-08 10:11
Trump,2021-31-07,I,35.912502,57.484054,2021-02-08 10:10
Biden,2021-30-07,D,89.999537,7.1915214,2021-02-08 10:10
Biden,2021-30-07,I,57.115702,35.920946,2021-02-08 10:10
Biden,2021-30-07,R,27.309021,68.518081,2021-02-08 10:10
Trump,2021-30-07,I,35.912502,57.484054,2021-02-08 10:10
Trump,2021-30-07,D,9.4143635,87.934516,2021-02-08 10:10
Biden,2021-30-07,all,58.242207,34.24704,2021-02-08 10:11
Trump,2021-30-07,all,38.942568,57.005674,2021-02-08 10:11
Trump,2021-30-07,R,76.792488,19.971529,2021-02-08 10:11
Biden,2021-29-07,I,57.115702,35.920946,2021-02-08 10:10
Biden,2021-29-07,D,89.999537,7.1915214,2021-02-08 10:10
Trump,2021-29-07,I,35.912502,57.484054,2021-02-08 10:10
Biden,2021-29-07,R,27.309021,68.518081,2021-02-08 10:10
Trump,2021-29-07,R,76.792488,19.971529,2021-02-08 10:11
Trump,2021-29-07,all,38.942568,57.005674,2021-02-08 10:11
Trump,2021-29-07,D,9.4143635,87.934516,2021-02-08 10:10
Biden,2021-29-07,all,59.245527,35.101914,2021-02-08 10:11
Biden,2021-28-07,R,27.309021,68.518081,2021-28-07 11:40
Trump,2021-28-07,all,38.942568,57.005674,2021-28-07 11:40
Trump,2021-28-07,I,35.912502,57.484054,2021-28-07 11:40
Biden,2021-28-07,all,59.245527,35.101914,2021-28-07 11:40
