subject,modeldate,party,approve_estimate,disapprove_estimate,timestamp
Trump,2020-21-10,D,6.4922101,89.79633,2020-21-10 18:55
Trump,2020-21-10,I,35.101431,60.596209,2020-21-10 18:55
Trump,2020-21-10,R,81.916316,15.431775,2020-21-10 18:55
Trump,2020-21-10,all,39.366894,57.629239,2020-21-10 18:55
Trump,2020-20-10,D,6.5354294,89.712595,2020-20-10 21:15
Trump,2020-20-10,I,35.241132,60.530877,2020-20-10 21:15
Trump,2020-20-10,R,82.316006,15.560453,2020-20-10 21:15
Trump,2020-20-10,all,39.645478,57.615606,2020-20-10 21:15
Trump,2020-19-10,D,6.4898947,91.006196,2020-19-10 18:55
Trump,2020-19-10,I,35.292873,60.458776,2020-19-10 18:55
Trump,2020-19-10,R,82.556642,15.450704,2020-19-10 18:55
Trump,2020-19-10,all,39.634628,57.522551,2020-19-10 18:55
Trump,2020-18-10,R,83.063868,14.973541,2020-19-10 07:20
Trump,2020-18-10,I,35.189626,60.678243,2020-19-10 07:20
Trump,2020-18-10,all,39.767295,57.372575,2020-19-10 07:20
Trump,2020-18-10,D,6.4911474,92.247823,2020-19-10 07:20
Trump,2020-17-10,D,6.4911474,92.247823,2020-17-10 08:35
Trump,2020-17-10,I,35.189626,60.678243,2020-17-10 08:35
Trump,2020-17-10,R,83.063868,14.973541,2020-17-10 08:35
Trump,2020-17-10,all,39.767295,57.372575,2020-17-10 08:35
Trump,2020-16-10,D,6.4911474,92.247823,2020-16-10 19:05
Trump,2020-16-10,I,35.189626,60.678243,2020-16-10 19:05
Trump,2020-16-10,R,83.063868,14.973541,2020-16-10 19:05
Trump,2020-16-10,all,39.767295,57.372575,2020-16-10 19:05
Trump,2020-15-10,D,6.420207,92.263963,2020-15-10 22:40
Trump,2020-15-10,I,34.999781,60.913465,2020-15-10 22:40
Trump,2020-15-10,R,82.940494,14.906048,2020-15-10 22:40
Trump,2020-15-10,all,39.780017,57.364492,2020-15-10 22:40
Trump,2020-14-10,D,6.7808634,91.91831,2020-14-10 21:45
Trump,2020-14-10,I,35.534509,60.172293,2020-14-10 21:45
Trump,2020-14-10,R,82.464071,15.395735,2020-14-10 21:45
Trump,2020-14-10,all,40.426808,56.676862,2020-14-10 21:45
Trump,2020-13-10,D,7.1497678,91.69785,2020-13-10 22:15
Trump,2020-13-10,I,35.390114,60.167731,2020-13-10 22:15
Trump,2020-13-10,R,82.528124,15.394011,2020-13-10 22:15
Trump,2020-13-10,all,40.462512,56.741423,2020-13-10 22:15
Trump,2020-12-10,D,7.5781504,91.138656,2020-13-10 07:30
Trump,2020-12-10,R,82.095936,15.782791,2020-13-10 07:30
Trump,2020-12-10,I,35.06613,60.517196,2020-13-10 07:30
Trump,2020-12-10,all,40.401943,56.742816,2020-13-10 07:30
Trump,2020-11-10,D,7.5781504,91.138656,2020-11-10 07:25
Trump,2020-11-10,I,35.06613,60.517196,2020-11-10 07:25
Trump,2020-11-10,R,82.095936,15.782791,2020-11-10 07:25
Trump,2020-11-10,all,40.401943,56.742816,2020-11-10 07:25
Trump,2020-10-10,D,7.9497318,90.783919,2020-10-10 18:35
Trump,2020-10-10,I,35.000656,60.286144,2020-10-10 18:35
Trump,2020-10-10,R,81.84687,15.978173,2020-10-10 18:35
Trump,2020-10-10,all,40.39881,56.667652,2020-10-10 18:35
Trump,2020-09-10,D,7.9497318,90.783919,2020-09-10 11:45
Trump,2020-09-10,I,35.000656,60.286144,2020-09-10 11:45
Trump,2020-09-10,R,81.84687,15.978173,2020-09-10 11:45
Trump,2020-09-10,all,40.39881,56.667652,2020-09-10 11:45
Trump,2020-08-10,D,8.0963785,90.570808,2020-08-10 09:25
Trump,2020-08-10,I,35.000656,60.286144,2020-08-10 09:25
Trump,2020-08-10,R,82.458819,15.384265,2020-08-10 09:25
Trump,2020-08-10,all,40.460582,56.617121,2020-08-10 09:25
Trump,2020-07-10,D,8.0963785,90.570808,2020-07-10 18:10
Trump,2020-07-10,I,35.000656,60.286144,2020-07-10 18:10
Trump,2020-07-10,R,82.458819,15.384265,2020-07-10 18:10
Trump,2020-07-10,all,40.463965,56.591352,2020-07-10 18:10
Trump,2020-06-10,D,8.0046117,90.752253,2020-06-10 09:35
Trump,2020-06-10,I,35.084567,60.54877,2020-06-10 09:35
Trump,2020-06-10,R,82.514096,15.390333,2020-06-10 09:35
Trump,2020-06-10,all,40.337174,56.781179,2020-06-10 09:35
Trump,2020-05-10,D,8.0656446,90.713092,2020-05-10 18:45
Trump,2020-05-10,I,35.074828,60.539409,2020-05-10 18:45
Trump,2020-05-10,R,82.444841,15.441655,2020-05-10 18:45
Trump,2020-05-10,all,40.33357,56.51929,2020-05-10 18:45
Trump,2020-04-10,D,8.5589979,90.217533,2020-04-10 18:55
Trump,2020-04-10,I,35.116994,60.409901,2020-04-10 18:55
Trump,2020-04-10,R,82.37921,15.461134,2020-04-10 18:55
Trump,2020-04-10,all,40.502085,56.591676,2020-04-10 18:55
Trump,2020-03-10,D,10.574982,88.087847,2020-03-10 14:00
Trump,2020-03-10,I,34.873466,60.098082,2020-03-10 14:00
Trump,2020-03-10,R,82.320469,15.59624,2020-03-10 14:00
Trump,2020-03-10,all,40.392943,56.53996,2020-03-10 14:00
Trump,2020-02-10,D,8.6110759,89.986192,2020-02-10 18:35
Trump,2020-02-10,I,34.994328,60.054925,2020-02-10 18:35
Trump,2020-02-10,R,82.425307,15.512033,2020-02-10 18:35
Trump,2020-02-10,all,40.439181,56.4821,2020-02-10 18:35
Trump,2020-01-10,D,8.5215555,90.017656,2020-01-10 20:10
Trump,2020-01-10,I,35.150252,59.913915,2020-01-10 20:10
Trump,2020-01-10,R,82.292572,15.63646,2020-01-10 20:10
Trump,2020-01-10,all,40.441608,56.462899,2020-01-10 20:10
Trump,2020-30-09,D,8.7281332,89.683001,2020-30-09 19:15
Trump,2020-30-09,I,34.623011,59.686211,2020-30-09 19:15
Trump,2020-30-09,R,81.840366,15.929203,2020-30-09 19:15
Trump,2020-30-09,all,40.192542,56.459563,2020-30-09 19:15
Trump,2020-29-09,D,8.8390174,89.508405,2020-29-09 07:55
Trump,2020-29-09,I,34.298936,59.549241,2020-29-09 07:55
Trump,2020-29-09,R,81.673662,16.014408,2020-29-09 07:55
Trump,2020-29-09,all,40.147056,56.383355,2020-29-09 07:55
Trump,2020-28-09,D,8.8777249,89.488379,2020-28-09 11:05
Trump,2020-28-09,I,34.327791,59.491669,2020-28-09 11:05
Trump,2020-28-09,R,81.554482,16.101741,2020-28-09 11:05
Trump,2020-28-09,all,40.131607,56.415474,2020-28-09 11:05
Trump,2020-27-09,D,8.8777249,89.488379,2020-27-09 16:20
Trump,2020-27-09,I,34.327791,59.491669,2020-27-09 16:20
Trump,2020-27-09,R,81.554482,16.101741,2020-27-09 16:20
Trump,2020-27-09,all,40.071606,56.46874,2020-27-09 16:20
Trump,2020-26-09,I,34.327791,59.491669,2020-27-09 01:00
Trump,2020-26-09,D,8.8777249,89.488379,2020-27-09 01:00
Trump,2020-26-09,R,81.554482,16.101741,2020-27-09 01:00
Trump,2020-26-09,all,40.071606,56.46874,2020-27-09 01:00
Trump,2020-25-09,D,8.8777249,89.488379,2020-25-09 22:35
Trump,2020-25-09,I,34.327791,59.491669,2020-25-09 22:35
Trump,2020-25-09,R,81.554482,16.101741,2020-25-09 22:35
Trump,2020-25-09,all,40.155982,56.374286,2020-25-09 22:35
Trump,2020-24-09,D,8.5783905,89.656007,2020-24-09 13:55
Trump,2020-24-09,I,34.327791,59.491669,2020-24-09 13:55
Trump,2020-24-09,R,81.367577,16.210263,2020-24-09 13:55
Trump,2020-24-09,all,40.06227,56.499633,2020-24-09 13:55
Trump,2020-23-09,D,8.607797,89.620465,2020-23-09 18:40
Trump,2020-23-09,I,34.397735,59.063623,2020-23-09 18:40
Trump,2020-23-09,R,81.26229,16.291133,2020-23-09 18:40
Trump,2020-23-09,all,40.025009,56.485242,2020-23-09 18:40
Trump,2020-22-09,D,8.2356514,89.561751,2020-22-09 20:00
Trump,2020-22-09,I,33.064844,59.790453,2020-22-09 20:00
Trump,2020-22-09,R,81.387307,15.93994,2020-22-09 20:00
Trump,2020-22-09,all,39.686757,56.215412,2020-22-09 20:00
Trump,2020-21-09,D,8.2814974,89.535724,2020-21-09 20:55
Trump,2020-21-09,I,33.033059,59.737208,2020-21-09 20:55
Trump,2020-21-09,R,81.26737,16.016374,2020-21-09 20:55
Trump,2020-21-09,all,39.689029,56.206525,2020-21-09 20:55
Trump,2020-20-09,D,8.5690923,89.535121,2020-20-09 09:05
Trump,2020-20-09,I,33.087261,59.774491,2020-20-09 09:05
Trump,2020-20-09,R,81.36969,16.052393,2020-20-09 09:05
Trump,2020-20-09,all,40.032717,55.986788,2020-20-09 09:05
Trump,2020-19-09,all,40.012083,55.94792,2020-20-09 07:10
Trump,2020-19-09,D,8.5690923,89.535121,2020-20-09 07:10
Trump,2020-19-09,R,81.36969,16.052393,2020-20-09 07:10
Trump,2020-19-09,I,33.087261,59.774491,2020-20-09 07:10
Trump,2020-18-09,D,8.5690923,89.535121,2020-18-09 16:20
Trump,2020-18-09,I,33.087261,59.774491,2020-18-09 16:20
Trump,2020-18-09,R,81.36969,16.052393,2020-18-09 16:20
Trump,2020-18-09,all,40.012083,55.94792,2020-18-09 16:20
Trump,2020-17-09,D,8.4570204,89.52182,2020-17-09 15:25
Trump,2020-17-09,I,33.186437,59.847269,2020-17-09 15:25
Trump,2020-17-09,R,81.912495,15.588145,2020-17-09 15:25
Trump,2020-17-09,all,39.933629,55.981212,2020-17-09 15:25
Trump,2020-16-09,D,8.4570204,89.52182,2020-16-09 16:40
Trump,2020-16-09,I,33.186437,59.847269,2020-16-09 16:40
Trump,2020-16-09,R,81.912495,15.588145,2020-16-09 16:40
Trump,2020-16-09,all,39.766791,56.032443,2020-16-09 16:40
Trump,2020-15-09,D,8.4369257,89.493771,2020-15-09 20:20
Trump,2020-15-09,I,33.637289,59.944594,2020-15-09 20:20
Trump,2020-15-09,R,82.009858,15.545955,2020-15-09 20:20
Trump,2020-15-09,all,39.804428,55.98395,2020-15-09 20:20
Trump,2020-14-09,D,8.4764011,89.444709,2020-14-09 18:30
Trump,2020-14-09,I,33.672122,59.914288,2020-14-09 18:30
Trump,2020-14-09,R,81.92716,15.625307,2020-14-09 18:30
Trump,2020-14-09,all,39.803178,55.978339,2020-14-09 18:30
Trump,2020-13-09,D,8.3983954,89.611424,2020-13-09 09:05
Trump,2020-13-09,I,33.829484,60.084168,2020-13-09 09:05
Trump,2020-13-09,R,81.807527,15.814821,2020-13-09 09:05
Trump,2020-13-09,all,39.820724,56.086824,2020-13-09 09:05
Trump,2020-12-09,D,8.4223247,89.498972,2020-12-09 16:30
Trump,2020-12-09,I,33.959789,59.768067,2020-12-09 16:30
Trump,2020-12-09,R,81.163845,16.237068,2020-12-09 16:30
Trump,2020-12-09,all,39.313817,56.325921,2020-12-09 16:30
Trump,2020-11-09,all,39.313817,56.325921,2020-12-09 16:15
Trump,2020-11-09,R,81.163845,16.237068,2020-12-09 16:15
Trump,2020-11-09,I,33.959789,59.768067,2020-12-09 16:15
Trump,2020-11-09,D,8.4223247,89.498972,2020-12-09 16:15
Trump,2020-10-09,D,8.3073457,89.67196,2020-10-09 13:05
Trump,2020-10-09,I,33.990567,59.757046,2020-10-09 13:05
Trump,2020-10-09,R,81.144942,16.253733,2020-10-09 13:05
Trump,2020-10-09,all,39.324228,56.39836,2020-10-09 13:05
Trump,2020-09-09,D,8.0262437,89.899614,2020-09-09 18:05
Trump,2020-09-09,I,33.850894,59.837029,2020-09-09 18:05
Trump,2020-09-09,R,80.400358,16.832169,2020-09-09 18:05
Trump,2020-09-09,all,38.9347,56.641147,2020-09-09 18:05
Trump,2020-08-09,D,7.7483868,90.628251,2020-08-09 19:05
Trump,2020-08-09,I,34.18002,60.362675,2020-08-09 19:05
Trump,2020-08-09,R,80.795965,16.621236,2020-08-09 19:05
Trump,2020-08-09,all,38.996597,56.985575,2020-08-09 19:05
Trump,2020-07-09,D,7.7615927,90.653943,2020-07-09 11:05
Trump,2020-07-09,I,34.28976,60.394197,2020-07-09 11:05
Trump,2020-07-09,R,80.601828,16.883042,2020-07-09 11:05
Trump,2020-07-09,all,38.98384,57.074155,2020-07-09 11:05
Trump,2020-06-09,R,80.601828,16.883042,2020-06-09 10:40
Trump,2020-06-09,I,34.28976,60.394197,2020-06-09 10:40
Trump,2020-06-09,D,7.7615927,90.653943,2020-06-09 10:40
Trump,2020-06-09,all,38.98384,57.074155,2020-06-09 10:40
Trump,2020-05-09,R,80.601828,16.883042,2020-06-09 10:40
Trump,2020-05-09,I,34.28976,60.394197,2020-06-09 10:40
Trump,2020-05-09,D,7.7615927,90.653943,2020-06-09 10:40
Trump,2020-05-09,all,38.98384,57.074155,2020-06-09 10:40
Trump,2020-04-09,D,7.7615927,90.653943,2020-04-09 18:25
Trump,2020-04-09,I,34.28976,60.394197,2020-04-09 18:25
Trump,2020-04-09,R,80.601828,16.883042,2020-04-09 18:25
Trump,2020-04-09,all,38.98384,57.074155,2020-04-09 18:25
Trump,2020-03-09,D,7.7116362,90.667324,2020-03-09 22:55
Trump,2020-03-09,I,34.28976,60.394197,2020-03-09 22:55
Trump,2020-03-09,R,80.732055,16.656006,2020-03-09 22:55
Trump,2020-03-09,all,39.003227,56.979942,2020-03-09 22:55
Trump,2020-02-09,D,7.5886559,90.727262,2020-02-09 16:45
Trump,2020-02-09,I,34.171725,60.561507,2020-02-09 16:45
Trump,2020-02-09,R,80.408544,16.966768,2020-02-09 16:45
Trump,2020-02-09,all,39.003227,56.979942,2020-02-09 16:45
Trump,2020-01-09,D,8.7073917,89.844658,2020-01-09 20:00
Trump,2020-01-09,I,33.538228,61.238754,2020-01-09 20:00
Trump,2020-01-09,R,79.406915,18.569243,2020-01-09 20:00
Trump,2020-01-09,all,39.291733,57.72857,2020-01-09 20:00
Trump,2020-31-08,D,8.7143592,89.828259,2020-31-08 20:50
Trump,2020-31-08,I,33.573744,61.17685,2020-31-08 20:50
Trump,2020-31-08,R,79.288983,18.736503,2020-31-08 20:50
Trump,2020-31-08,all,38.746231,58.121705,2020-31-08 20:50
Trump,2020-30-08,D,8.5298004,90.006854,2020-30-08 07:40
Trump,2020-30-08,I,34.043066,61.301573,2020-30-08 07:40
Trump,2020-30-08,R,79.318311,18.633705,2020-30-08 07:40
Trump,2020-30-08,all,38.852927,58.098503,2020-30-08 07:40
Trump,2020-29-08,D,8.6411445,89.905449,2020-29-08 13:40
Trump,2020-29-08,I,33.859865,61.296254,2020-29-08 13:40
Trump,2020-29-08,R,79.434163,18.436246,2020-29-08 13:40
Trump,2020-29-08,all,38.904448,58.017649,2020-29-08 13:40
Trump,2020-28-08,D,8.5966832,89.971437,2020-28-08 06:10
Trump,2020-28-08,I,33.618802,61.403535,2020-28-08 06:10
Trump,2020-28-08,R,79.42891,18.423429,2020-28-08 06:10
Trump,2020-28-08,all,38.875297,58.043199,2020-28-08 06:10
Trump,2020-27-08,D,8.5685819,89.983048,2020-27-08 12:55
Trump,2020-27-08,I,33.67887,61.184279,2020-27-08 12:55
Trump,2020-27-08,R,79.274047,18.559853,2020-27-08 12:55
Trump,2020-27-08,all,38.875297,58.043199,2020-27-08 12:55
Trump,2020-26-08,D,8.5685819,89.983048,2020-26-08 20:45
Trump,2020-26-08,I,33.67887,61.184279,2020-26-08 20:45
Trump,2020-26-08,R,79.274047,18.559853,2020-26-08 20:45
Trump,2020-26-08,all,38.820232,58.047228,2020-26-08 20:45
Trump,2020-25-08,D,8.3748042,90.21133,2020-25-08 16:20
Trump,2020-25-08,I,33.566589,61.367666,2020-25-08 16:20
Trump,2020-25-08,R,79.139365,18.680135,2020-25-08 16:20
Trump,2020-25-08,all,38.471259,58.396913,2020-25-08 16:20
Trump,2020-24-08,D,8.3776689,90.233038,2020-24-08 17:40
Trump,2020-24-08,I,33.454019,61.30283,2020-24-08 17:40
Trump,2020-24-08,R,78.676395,18.880024,2020-24-08 17:40
Trump,2020-24-08,all,38.443278,58.413279,2020-24-08 17:40
Trump,2020-23-08,I,33.693613,61.11986,2020-23-08 10:40
Trump,2020-23-08,D,8.316053,90.266071,2020-23-08 10:40
Trump,2020-23-08,all,38.866311,57.96278,2020-23-08 10:40
Trump,2020-23-08,R,79.365741,18.233926,2020-23-08 10:40
Trump,2020-22-08,R,79.365741,18.233926,2020-23-08 10:40
Trump,2020-22-08,I,33.693613,61.11986,2020-23-08 10:40
Trump,2020-22-08,all,38.866311,57.96278,2020-23-08 10:40
Trump,2020-22-08,D,8.316053,90.266071,2020-23-08 10:40
Trump,2020-21-08,D,8.4402709,89.983737,2020-21-08 19:25
Trump,2020-21-08,I,33.080116,61.111004,2020-21-08 19:25
Trump,2020-21-08,R,78.967214,18.450615,2020-21-08 19:25
Trump,2020-21-08,all,38.745148,57.87988,2020-21-08 19:25
Trump,2020-20-08,D,8.2400806,90.154359,2020-20-08 13:00
Trump,2020-20-08,I,32.993589,61.144795,2020-20-08 13:00
Trump,2020-20-08,R,79.087492,18.365531,2020-20-08 13:00
Trump,2020-20-08,all,38.896629,57.791368,2020-20-08 13:00
Trump,2020-19-08,D,8.2203256,90.16504,2020-19-08 17:00
Trump,2020-19-08,I,33.007447,61.138323,2020-19-08 17:00
Trump,2020-19-08,R,79.063806,18.420191,2020-19-08 17:00
Trump,2020-19-08,all,38.995586,57.731978,2020-19-08 17:00
Trump,2020-18-08,D,8.4164296,89.964958,2020-18-08 19:50
Trump,2020-18-08,I,32.880743,61.398097,2020-18-08 19:50
Trump,2020-18-08,R,78.394137,19.14206,2020-18-08 19:50
Trump,2020-18-08,all,38.923331,57.893441,2020-18-08 19:50
Trump,2020-17-08,D,10.211096,88.101201,2020-17-08 22:45
Trump,2020-17-08,I,32.835616,61.796856,2020-17-08 22:45
Trump,2020-17-08,R,78.616259,19.253244,2020-17-08 22:45
Trump,2020-17-08,all,38.922086,57.938603,2020-17-08 22:45
Trump,2020-16-08,I,33.134432,61.185123,2020-16-08 09:05
Trump,2020-16-08,all,39.350293,57.309799,2020-16-08 09:05
Trump,2020-16-08,R,78.403134,19.181075,2020-16-08 09:05
Trump,2020-16-08,D,10.941653,87.177061,2020-16-08 09:05
Trump,2020-15-08,all,39.350293,57.309799,2020-16-08 09:05
Trump,2020-15-08,I,33.134432,61.185123,2020-16-08 09:05
Trump,2020-15-08,R,78.403134,19.181075,2020-16-08 09:05
Trump,2020-15-08,D,10.941653,87.177061,2020-16-08 09:05
Trump,2020-14-08,D,10.941653,87.177061,2020-14-08 09:05
Trump,2020-14-08,I,33.134432,61.185123,2020-14-08 09:05
Trump,2020-14-08,R,78.403134,19.181075,2020-14-08 09:05
Trump,2020-14-08,all,39.201365,57.341293,2020-14-08 09:05
Trump,2020-13-08,D,10.812695,87.205309,2020-13-08 18:45
Trump,2020-13-08,I,33.134432,61.185123,2020-13-08 18:45
Trump,2020-13-08,R,78.617037,18.893875,2020-13-08 18:45
Trump,2020-13-08,all,39.17338,57.32529,2020-13-08 18:45
Trump,2020-12-08,D,8.0944568,90.001984,2020-12-08 16:05
Trump,2020-12-08,I,31.97221,62.030544,2020-12-08 16:05
Trump,2020-12-08,R,77.639427,19.523235,2020-12-08 16:05
Trump,2020-12-08,all,38.321569,57.929143,2020-12-08 16:05
Trump,2020-11-08,D,8.1535247,89.776655,2020-11-08 16:55
Trump,2020-11-08,I,32.333253,61.950105,2020-11-08 16:55
Trump,2020-11-08,R,77.559183,19.589442,2020-11-08 16:55
Trump,2020-11-08,all,37.916173,58.171805,2020-11-08 16:55
Trump,2020-10-08,D,8.1639159,89.740153,2020-10-08 13:25
Trump,2020-10-08,I,32.36257,61.893868,2020-10-08 13:25
Trump,2020-10-08,R,77.422457,19.739125,2020-10-08 13:25
Trump,2020-10-08,all,37.907785,58.194631,2020-10-08 13:25
Trump,2020-09-08,I,32.36257,61.893868,2020-10-08 10:35
Trump,2020-09-08,all,37.907785,58.194631,2020-10-08 10:35
Trump,2020-09-08,R,77.422457,19.739125,2020-10-08 10:35
Trump,2020-09-08,D,8.1639159,89.740153,2020-10-08 10:35
Trump,2020-08-08,R,77.422457,19.739125,2020-10-08 10:35
Trump,2020-08-08,all,37.907785,58.194631,2020-10-08 10:35
Trump,2020-08-08,D,8.1639159,89.740153,2020-10-08 10:35
Trump,2020-08-08,I,32.36257,61.893868,2020-10-08 10:35
Trump,2020-07-08,D,8.5389147,89.167865,2020-07-08 14:00
Trump,2020-07-08,I,32.463665,61.770243,2020-07-08 14:00
Trump,2020-07-08,R,77.381738,19.727434,2020-07-08 14:00
Trump,2020-07-08,all,37.88213,58.051084,2020-07-08 14:00
Trump,2020-06-08,D,8.5389147,89.167865,2020-06-08 20:50
Trump,2020-06-08,I,32.463665,61.770243,2020-06-08 20:50
Trump,2020-06-08,R,77.381738,19.727434,2020-06-08 20:50
Trump,2020-06-08,all,37.86332,58.062767,2020-06-08 20:50
Trump,2020-05-08,D,8.7989628,89.262043,2020-05-08 18:45
Trump,2020-05-08,I,32.624813,61.505683,2020-05-08 18:45
Trump,2020-05-08,R,77.913601,19.703757,2020-05-08 18:45
Trump,2020-05-08,all,37.870305,57.82709,2020-05-08 18:45
Trump,2020-04-08,D,8.7662665,89.37154,2020-04-08 20:05
Trump,2020-04-08,I,32.909855,61.298194,2020-04-08 20:05
Trump,2020-04-08,R,78.189465,19.583786,2020-04-08 20:05
Trump,2020-04-08,all,37.7207,58.069832,2020-04-08 20:05
Trump,2020-03-08,I,32.84292,61.782441,2020-04-08 06:35
Trump,2020-03-08,D,8.7018363,89.363493,2020-04-08 06:35
Trump,2020-03-08,all,37.623608,58.25698,2020-04-08 06:35
Trump,2020-03-08,R,77.90349,19.999739,2020-04-08 06:35
Trump,2020-02-08,R,77.90349,19.999739,2020-04-08 06:35
Trump,2020-02-08,all,37.623608,58.25698,2020-04-08 06:35
Trump,2020-02-08,I,32.84292,61.782441,2020-04-08 06:35
Trump,2020-02-08,D,8.7018363,89.363493,2020-04-08 06:35
Trump,2020-01-08,R,77.7428,20.159718,2020-04-08 06:35
Trump,2020-01-08,all,37.574635,58.289169,2020-04-08 06:35
Trump,2020-01-08,D,8.7447818,89.338418,2020-04-08 06:35
Trump,2020-01-08,I,32.863533,61.761077,2020-04-08 06:35
Trump,2020-31-07,D,8.7447818,89.338418,2020-31-07 12:50
Trump,2020-31-07,I,32.863533,61.761077,2020-31-07 12:50
Trump,2020-31-07,R,77.7428,20.159718,2020-31-07 12:50
Trump,2020-31-07,all,37.574635,58.289169,2020-31-07 12:50
Trump,2020-30-07,D,8.7956857,89.308779,2020-30-07 13:25
Trump,2020-30-07,I,32.749223,61.523659,2020-30-07 13:25
Trump,2020-30-07,R,77.877213,19.900976,2020-30-07 13:25
Trump,2020-30-07,all,37.566403,58.287501,2020-30-07 13:25
Trump,2020-29-07,D,8.7585266,89.351122,2020-29-07 19:00
Trump,2020-29-07,I,32.922881,61.320674,2020-29-07 19:00
Trump,2020-29-07,R,77.850157,19.917716,2020-29-07 19:00
Trump,2020-29-07,all,37.601021,58.801434,2020-29-07 19:00
Trump,2020-28-07,D,8.1306408,90.0502,2020-28-07 07:10
Trump,2020-28-07,I,33.218552,61.369154,2020-28-07 07:10
Trump,2020-28-07,R,78.048798,19.728908,2020-28-07 07:10
Trump,2020-28-07,all,37.371024,59.05935,2020-28-07 07:10
Trump,2020-27-07,D,8.1705315,90.035528,2020-27-07 14:50
Trump,2020-27-07,I,33.255918,61.290314,2020-27-07 14:50
Trump,2020-27-07,R,77.981799,19.795396,2020-27-07 14:50
Trump,2020-27-07,all,37.34241,59.068049,2020-27-07 14:50
Trump,2020-26-07,all,37.837342,58.624948,2020-26-07 09:40
Trump,2020-26-07,D,8.6013115,89.706997,2020-26-07 09:40
Trump,2020-26-07,I,33.155529,61.207238,2020-26-07 09:40
Trump,2020-26-07,R,78.349072,19.412061,2020-26-07 09:40
Trump,2020-25-07,D,8.6013115,89.706997,2020-26-07 09:40
Trump,2020-25-07,all,37.837342,58.624948,2020-26-07 09:40
Trump,2020-25-07,I,33.155529,61.207238,2020-26-07 09:40
Trump,2020-25-07,R,78.349072,19.412061,2020-26-07 09:40
Trump,2020-24-07,D,8.4896375,89.671377,2020-24-07 17:40
Trump,2020-24-07,I,32.524548,61.246915,2020-24-07 17:40
Trump,2020-24-07,R,78.168248,19.425405,2020-24-07 17:40
Trump,2020-24-07,all,37.64945,58.568647,2020-24-07 17:40
Trump,2020-23-07,D,8.3332754,90.049632,2020-23-07 17:00
Trump,2020-23-07,I,32.120548,61.85511,2020-23-07 17:00
Trump,2020-23-07,R,77.968847,19.76965,2020-23-07 17:00
Trump,2020-23-07,all,38.017899,58.393985,2020-23-07 17:00
Trump,2020-22-07,D,8.6925659,89.633106,2020-22-07 14:30
Trump,2020-22-07,I,32.197179,61.595546,2020-22-07 14:30
Trump,2020-22-07,R,78.806935,18.80469,2020-22-07 14:30
Trump,2020-22-07,all,38.394418,57.825748,2020-22-07 14:30
Trump,2020-21-07,D,8.8040591,89.45983,2020-21-07 22:05
Trump,2020-21-07,I,33.141061,61.006458,2020-21-07 22:05
Trump,2020-21-07,R,79.137322,18.343189,2020-21-07 22:05
Trump,2020-21-07,all,38.319985,57.859741,2020-21-07 22:05
Trump,2020-20-07,D,9.0491613,89.453523,2020-20-07 18:45
Trump,2020-20-07,I,33.020906,61.154527,2020-20-07 18:45
Trump,2020-20-07,R,79.411434,18.29856,2020-20-07 18:45
Trump,2020-20-07,all,38.459636,57.908081,2020-20-07 18:45
Trump,2020-19-07,D,9.0246188,89.52619,2020-19-07 09:05
Trump,2020-19-07,I,32.966903,61.394761,2020-19-07 09:05
Trump,2020-19-07,all,38.458578,57.889945,2020-19-07 09:05
Trump,2020-19-07,R,79.512877,18.20169,2020-19-07 09:05
Trump,2020-18-07,all,38.458578,57.889945,2020-19-07 09:05
Trump,2020-18-07,R,79.512877,18.20169,2020-19-07 09:05
Trump,2020-18-07,I,32.966903,61.394761,2020-19-07 09:05
Trump,2020-18-07,D,9.0246188,89.52619,2020-19-07 09:05
Trump,2020-17-07,D,8.6451497,89.891161,2020-17-07 18:50
Trump,2020-17-07,I,33.234397,60.953936,2020-17-07 18:50
Trump,2020-17-07,R,79.339026,18.384575,2020-17-07 18:50
Trump,2020-17-07,all,38.089274,58.060327,2020-17-07 18:50
Trump,2020-16-07,D,9.2766044,89.310611,2020-16-07 16:40
Trump,2020-16-07,I,32.398083,61.396277,2020-16-07 16:40
Trump,2020-16-07,R,79.737455,17.921644,2020-16-07 16:40
Trump,2020-16-07,all,38.352085,57.662153,2020-16-07 16:40
Trump,2020-15-07,D,9.3760436,89.174571,2020-15-07 17:10
Trump,2020-15-07,I,32.898381,61.062977,2020-15-07 17:10
Trump,2020-15-07,R,79.891423,17.739647,2020-15-07 17:10
Trump,2020-15-07,all,38.352085,57.662153,2020-15-07 17:10
Trump,2020-14-07,D,9.9714027,88.447577,2020-14-07 19:00
Trump,2020-14-07,I,34.1898,59.99144,2020-14-07 19:00
Trump,2020-14-07,R,80.786528,16.885004,2020-14-07 19:00
Trump,2020-14-07,all,39.33537,56.736723,2020-14-07 19:00
Trump,2020-13-07,D,10.017514,88.373355,2020-13-07 16:45
Trump,2020-13-07,I,34.652292,59.415715,2020-13-07 16:45
Trump,2020-13-07,R,80.789774,16.948047,2020-13-07 16:45
Trump,2020-13-07,all,39.323584,56.659761,2020-13-07 16:45
Trump,2020-12-07,D,10.019695,88.451031,2020-13-07 16:35
Trump,2020-12-07,R,80.901185,16.761662,2020-13-07 16:35
Trump,2020-12-07,I,34.495107,59.546808,2020-13-07 16:35
Trump,2020-12-07,all,39.308986,56.665657,2020-13-07 16:35
